会場,レース,艇番,登番,選手名,年齢,支部,体重,級別,全国勝率,全国2率,当地勝率,当地2率,モーター番号,モーター2率,ボート番号,ボート2率,今節成績ほか
宮島,2,4,4776,竹田和哉,32,香川,52,A1,6.82,47.66,6.11,35.71,18,34.07,62,41.67,4311         8
宮島,2,5,3730,塩崎優司,54,愛知,52,B1,4.88,31.40,0.00,0.00,68,27.07,20,33.54,565          7
宮島,2,6,4293,鈴木智啓,40,愛知,60,B1,5.04,29.91,5.00,26.32,16,36.47,12,36.78,152         12
宮島,3,1,4252,松下哲也,43,福岡,52,B1,4.36,18.82,4.19,18.52,14,25.14,22,34.17,564          8
宮島,3,2,4826,井上一輝,32,大阪,52,A1,6.92,47.57,8.00,68.97,25,37.95,39,32.98,1411        10
宮島,3,3,4527,高野心吾,38,愛知,51,B1,4.53,24.05,0.00,0.00,74,26.62,29,48.26,5 41         9
宮島,3,4,4840,鈴木秀茉,34,静岡,52,B1,5.06,33.33,0.00,0.00,60,37.06,32,34.90,2 63         7
宮島,3,5,4006,小野勇作,48,佐賀,50,B1,4.96,29.29,5.31,39.58,72,45.86,54,28.43,234         11
宮島,3,6,4140,梶野学志,45,東京,54,A2,6.20,48.96,7.02,60.98,21,42.41,19,38.24,2 56        12
宮島,4,1,4772,石丸海渡,33,香川,54,A1,6.75,51.92,7.70,65.00,35,24.84,50,27.78,2221        11
宮島,4,2,3701,大西隆洋,53,香川,56,B1,4.26,18.18,3.57,8.70,69,28.18,21,34.38,432         10
宮島,4,3,4425,大井清貴,40,山口,55,B1,4.65,21.52,4.40,28.00,13,25.00,34,27.59,412         12
宮島,4,4,5358,増本杏珠,20,福岡,49,B2,2.50,4.17,2.33,0.00,11,39.13,71,32.67,5 54
宮島,4,5,4811,向井田佑,37,広島,50,B1,4.88,27.62,5.28,33.05,33,34.76,64,29.61,1 23         9
宮島,4,6,4133,高橋正男,46,兵庫,52,A2,6.48,55.43,5.62,42.86,58,43.78,69,28.40,6412
宮島,5,1,4853,前原哉,31,岡山,45,B1,4.76,23.61,4.17,20.00,67,35.60,26,27.46,4 33
宮島,5,2,4313,西村美智,42,香川,50,A2,5.18,35.16,6.00,30.00,30,41.05,30,26.49,234         11
宮島,5,3,5144,中尾彩香,25,福岡,47,B1,5.20,33.67,5.00,22.22,82,32.75,23,34.94,6 5         10
宮島,5,4,4387,平山智加,41,香川,46,A1,6.70,46.46,7.16,54.00,57,37.84,53,31.16,1555        12
宮島,5,5,5317,長尾萌加,25,岡山,46,B1,4.76,22.33,4.56,8.00,24,32.54,38,33.68,625
宮島,5,6,5446,長嶺真李,24,福岡,53,B2,1.30,0.00,0.00,0.00,55,39.90,52,26.24,6 66
宮島,6,1,3745,橋本年光,51,兵庫,53,B1,5.08,27.91,6.00,42.31,53,30.81,59,34.57,6312
宮島,6,2,5300,横田海人,23,愛知,52,B1,2.07,4.71,0.00,0.00,31,27.91,14,31.71,6 66
宮島,6,3,4015,前野竜一,46,山口,58,A2,5.99,38.26,6.15,40.00,38,48.98,78,39.89,3 33        12
宮島,6,4,4748,渡邉雄朗,40,東京,52,A1,6.33,43.62,6.65,58.06,15,34.76,67,35.78,2634        11
宮島,6,5,4666,日笠勝弘,42,大阪,52,B1,3.93,21.62,4.40,23.81,39,34.05,73,36.36,5 41        10
宮島,6,6,5348,小林甘寧,22,広島,53,B1,5.05,33.75,3.23,15.94,61,35.71,16,40.21,3 2          1
宮島,7,1,4509,平見真彦,37,愛知,54,A2,5.72,35.53,4.69,25.64,36,32.98,79,29.59,3436
宮島,7,2,3730,塩崎優司,54,愛知,52,B1,4.88,31.40,0.00,0.00,68,27.07,20,33.54,565          2
宮島,7,3,4840,鈴木秀茉,34,静岡,52,B1,5.06,33.33,0.00,0.00,60,37.06,32,34.90,2 63         3
宮島,7,4,5071,野見山拓,31,福岡,53,B1,4.38,21.79,0.00,0.00,27,32.39,75,31.91,364
宮島,7,5,4184,渡邊雄一,40,大阪,52,A1,7.02,52.43,5.60,40.00,70,34.55,60,28.47,1115        12
宮島,7,6,4257,古川健,42,広島,52,B1,4.58,25.00,5.33,35.63,19,29.89,36,31.71,142          1
宮島,8,1,3910,松下知幸,52,香川,52,B1,4.13,19.78,4.23,15.91,77,28.57,65,33.85,3 35         1
宮島,8,2,4776,竹田和哉,32,香川,52,A1,6.82,47.66,6.11,35.71,18,34.07,62,41.67,4311         2
宮島,8,3,5398,鐘ヶ江真,24,福岡,53,B1,4.22,21.30,0.00,0.00,23,32.57,68,36.84,5 55
宮島,8,4,5405,竹内来,22,愛知,51,B1,2.30,1.59,0.00,0.00,79,36.42,57,37.85,5 36
宮島,8,5,4252,松下哲也,43,福岡,52,B1,4.36,18.82,4.19,18.52,14,25.14,22,34.17,564          3
宮島,8,6,4058,野末智一,47,静岡,52,A1,6.05,43.51,5.17,27.78,65,41.45,27,38.46,4135
宮島,9,1,4811,向井田佑,37,広島,50,B1,4.88,27.62,5.28,33.05,33,34.76,64,29.61,1 23         4
宮島,9,2,3934,鋤柄貴俊,49,愛知,52,B1,4.99,25.62,4.72,27.78,52,33.33,55,25.00,1443
宮島,9,3,3054,北川幸典,63,広島,54,B1,5.51,31.87,5.69,41.05,71,31.93,25,31.98,1612
宮島,9,4,5389,恵良琴美,19,福岡,42,B1,2.18,0.00,1.46,4.17,59,32.24,28,23.88,3 6          1
宮島,9,5,4068,幸田智裕,46,静岡,54,B1,4.95,23.23,4.39,27.78,62,31.63,61,36.07,456          2
宮島,9,6,4527,高野心吾,38,愛知,51,B1,4.53,24.05,0.00,0.00,74,26.62,29,48.26,5 41         3
宮島,10,1,4574,東潤樹,37,広島,52,A2,5.37,33.33,5.59,39.73,66,42.86,66,32.45,424          2
宮島,10,2,4666,日笠勝弘,42,大阪,52,B1,3.93,21.62,4.40,23.81,39,34.05,73,36.36,5 41         6
宮島,10,3,4826,井上一輝,32,大阪,52,A1,6.92,47.57,8.00,68.97,25,37.95,39,32.98,1411         3
宮島,10,4,3981,今坂晃広,48,静岡,54,B1,3.90,17.59,4.19,25.00,22,26.62,33,24.62,226          1
宮島,10,5,5144,中尾彩香,25,福岡,47,B1,5.20,33.67,5.00,22.22,82,32.75,23,34.94,6 5          5
宮島,10,6,3701,大西隆洋,53,香川,56,B1,4.26,18.18,3.57,8.70,69,28.18,21,34.38,432          4
宮島,11,1,4748,渡邉雄朗,40,東京,52,A1,6.33,43.62,6.65,58.06,15,34.76,67,35.78,2634         6
宮島,11,2,4006,小野勇作,48,佐賀,50,B1,4.96,29.29,5.31,39.58,72,45.86,54,28.43,234          3
宮島,11,3,3265,今村暢孝,61,福岡,51,A2,6.05,43.37,6.38,45.83,80,26.80,17,40.76,2 22         1
宮島,11,4,4772,石丸海渡,33,香川,54,A1,6.75,51.92,7.70,65.00,35,24.84,50,27.78,2221         4
宮島,11,5,4150,山田雄太,44,静岡,57,A2,5.88,44.12,5.25,30.00,56,33.52,81,27.41,1 14         2
宮島,11,6,4313,西村美智,42,香川,50,A2,5.18,35.16,6.00,30.00,30,41.05,30,26.49,234          5
宮島,12,1,4387,平山智加,41,香川,46,A1,6.70,46.46,7.16,54.00,57,37.84,53,31.16,1555         5
宮島,12,2,4293,鈴木智啓,40,愛知,60,B1,5.04,29.91,5.00,26.32,16,36.47,12,36.78,152          2
宮島,12,3,4140,梶野学志,45,東京,54,A2,6.20,48.96,7.02,60.98,21,42.41,19,38.24,2 56         3
宮島,12,4,4184,渡邊雄一,40,大阪,52,A1,7.02,52.43,5.60,40.00,70,34.55,60,28.47,1115         7
宮島,12,5,4015,前野竜一,46,山口,58,A2,5.99,38.26,6.15,40.00,38,48.98,78,39.89,3 33         6
宮島,12,6,4425,大井清貴,40,山口,55,B1,4.65,21.52,4.40,28.00,13,25.00,34,27.59,412          4
児島,1,1,3866,木山誠一,51,岡山,54,B1,4.91,31.91,3.17,16.67,28,31.48,48,32.21,6
児島,1,2,4735,角山雄哉,35,兵庫,54,B1,4.26,20.69,4.86,24.49,60,43.64,15,40.65,
児島,1,3,5332,村松遥輝,22,静岡,53,B1,3.90,22.54,2.56,0.00,61,34.38,22,31.58,8
児島,1,4,3662,大庭元明,56,福岡,56,B1,5.05,34.12,5.11,36.84,39,37.74,42,36.13,9
児島,1,5,4231,鈴木裕隆,43,愛知,56,B1,5.50,33.60,5.35,32.26,24,30.38,32,34.00,7
児島,1,6,4976,金山立樹,32,東京,52,B1,5.02,29.03,0.00,0.00,22,32.32,50,38.16,
児島,2,1,3514,山一鉄也,59,福岡,52,A2,6.08,43.31,5.24,30.95,41,33.73,27,34.87,10
児島,2,2,4568,廣瀬真也,38,東京,51,B1,5.49,31.68,4.00,33.33,21,38.51,20,32.24,8
児島,2,3,4069,山本修一,45,岡山,54,A2,6.10,43.41,5.97,37.58,45,30.77,44,31.33,11
児島,2,4,5236,小宮涼雅,27,広島,53,B1,4.22,22.55,3.52,6.73,20,48.50,56,32.00,7
児島,2,5,3710,吉永泰弘,52,香川,53,B1,4.53,21.88,5.50,40.00,57,37.27,40,31.82,
児島,2,6,3482,金子猛志,55,群馬,60,B1,5.17,32.23,4.44,23.08,67,35.98,43,40.27,9
児島,3,1,4594,谷川祐一,44,滋賀,52,B1,6.07,44.79,5.62,33.33,56,37.27,51,32.41,10
児島,3,2,4558,宮野仁,36,岡山,55,B1,4.36,26.53,4.91,27.78,13,34.32,24,32.24,
児島,3,3,4435,服部達哉,40,愛知,56,A2,5.74,37.04,5.33,33.33,44,39.63,49,50.98,11
児島,3,4,5249,三木晴斗,24,徳島,54,B1,5.20,30.26,3.39,6.52,35,47.50,71,44.30,9
児島,3,5,4871,菊池宏志,34,山口,54,B1,4.73,28.24,5.05,31.58,63,34.94,65,33.56,8
児島,3,6,3557,太田和美,53,大阪,55,A1,6.51,48.28,8.05,80.00,64,30.30,64,36.42,12
児島,4,1,4661,中島昂章,34,佐賀,53,A2,5.34,33.60,5.13,33.33,68,31.93,47,32.26,10
児島,4,2,4894,原村拓也,35,香川,51,B1,4.55,21.00,5.48,30.77,62,38.13,36,32.69,9
児島,4,3,4953,尾上雅也,31,埼玉,55,A1,6.64,52.89,6.32,52.63,65,34.76,33,38.96,12
児島,4,4,5232,樅山拓馬,28,愛知,52,B1,5.09,26.58,5.09,26.47,34,30.63,70,34.01,
児島,4,5,4625,渡邊裕貴,40,静岡,53,B1,5.58,38.46,3.83,17.24,16,41.77,58,35.71,
児島,4,6,5382,山下心一,21,福岡,52,B1,2.15,2.82,2.22,11.11,50,39.38,34,43.92,
児島,5,1,5076,石原光,30,静岡,54,B1,5.15,34.29,2.54,7.69,66,34.94,61,32.68,11
児島,5,2,4895,門間雄大,35,東京,55,A2,5.21,24.66,5.47,26.32,19,37.58,38,42.38,10
児島,5,3,3454,井川大作,55,岡山,56,B1,5.60,41.18,4.88,26.50,52,29.09,59,30.92,
児島,5,4,5219,森口和紀,25,福岡,52,B1,5.20,38.75,3.48,13.04,12,43.64,75,37.12,
児島,5,5,4500,山田康二,38,佐賀,55,A1,7.68,50.45,7.54,58.00,26,34.57,31,36.36,12
児島,5,6,5376,吉田一心,22,大阪,51,B1,4.88,28.24,4.33,22.22,11,29.63,74,36.24,
児島,6,1,4931,木谷賢太,30,香川,54,A1,6.82,49.60,6.33,41.30,55,51.88,39,37.01,12
児島,6,2,4076,杉田篤光,47,静岡,52,B1,5.07,30.30,4.97,30.56,42,32.10,35,31.79,10
児島,6,3,4375,照屋厚仁,42,兵庫,52,A2,5.69,38.14,5.73,36.36,18,31.29,62,34.64,11
児島,6,4,3866,木山誠一,51,岡山,54,B1,4.91,31.91,3.17,16.67,28,31.48,48,32.21,1
児島,6,5,5368,宮崎心之,24,埼玉,51,B1,5.89,40.28,2.67,0.00,27,36.25,17,33.33,
児島,6,6,5008,羽野諒,29,福岡,53,B1,4.60,24.00,4.25,37.50,47,25.00,73,32.45,
児島,7,1,4231,鈴木裕隆,43,愛知,56,B1,5.50,33.60,5.35,32.26,24,30.38,32,34.00,1
児島,7,2,4159,向後龍一,45,埼玉,51,A2,6.53,51.26,6.04,34.00,40,26.71,26,37.91,11
児島,7,3,4880,澤崎雄哉,31,東京,52,B1,5.34,35.56,6.78,55.56,38,34.94,57,33.55,
児島,7,4,4639,雑賀勇貴,35,大阪,54,B1,4.68,28.57,4.50,25.00,53,35.40,12,31.76,
児島,7,5,5236,小宮涼雅,27,広島,53,B1,4.22,22.55,3.52,6.73,20,48.50,56,32.00,2
児島,7,6,4418,茅原悠紀,39,岡山,54,A1,7.56,50.45,8.45,76.84,69,33.33,30,33.11,12
児島,8,1,4942,柴田朋哉,36,福岡,54,B1,5.59,37.11,4.63,29.17,58,36.48,23,35.95,
児島,8,2,4166,吉田拡郎,44,岡山,54,A1,7.45,55.93,7.46,64.34,49,35.33,54,36.36,12
児島,8,3,3686,鳥居塚孝,51,群馬,52,A2,6.14,40.57,0.00,0.00,36,34.94,29,35.95,
児島,8,4,4871,菊池宏志,34,山口,54,B1,4.73,28.24,5.05,31.58,63,34.94,65,33.56,3
児島,8,5,5332,村松遥輝,22,静岡,53,B1,3.90,22.54,2.56,0.00,61,34.38,22,31.58,1
児島,8,6,4568,廣瀬真也,38,東京,51,B1,5.49,31.68,4.00,33.33,21,38.51,20,32.24,2
児島,9,1,3662,大庭元明,56,福岡,56,B1,5.05,34.12,5.11,36.84,39,37.74,42,36.13,1
児島,9,2,4608,荒井翔伍,36,東京,54,A2,5.88,40.32,6.26,36.84,30,37.35,19,37.58,
児島,9,3,4526,池田雄祐,38,愛知,51,A2,5.78,41.67,5.34,23.68,17,40.25,52,35.71,
児島,9,4,3482,金子猛志,55,群馬,60,B1,5.17,32.23,4.44,23.08,67,35.98,43,40.27,2
児島,9,5,4894,原村拓也,35,香川,51,B1,4.55,21.00,5.48,30.77,62,38.13,36,32.69,4
児島,9,6,5249,三木晴斗,24,徳島,54,B1,5.20,30.26,3.39,6.52,35,47.50,71,44.30,3
児島,10,1,4308,河村了,42,愛知,52,A1,6.85,50.00,8.00,55.56,23,32.32,68,37.01,
児島,10,2,3514,山一鉄也,59,福岡,52,A2,6.08,43.31,5.24,30.95,41,33.73,27,34.87,2
児島,10,3,4594,谷川祐一,44,滋賀,52,B1,6.07,44.79,5.62,33.33,56,37.27,51,32.41,3
児島,10,4,4661,中島昂章,34,佐賀,53,A2,5.34,33.60,5.13,33.33,68,31.93,47,32.26,4
児島,10,5,4076,杉田篤光,47,静岡,52,B1,5.07,30.30,4.97,30.56,42,32.10,35,31.79,6
児島,10,6,4895,門間雄大,35,東京,55,A2,5.21,24.66,5.47,26.32,19,37.58,38,42.38,5
児島,11,1,4069,山本修一,45,岡山,54,A2,6.10,43.41,5.97,37.58,45,30.77,44,31.33,2
児島,11,2,4435,服部達哉,40,愛知,56,A2,5.74,37.04,5.33,33.33,44,39.63,49,50.98,3
児島,11,3,3304,烏野賢太,58,徳島,52,A1,5.60,32.54,5.95,45.45,31,36.42,45,36.13,
児島,11,4,5076,石原光,30,静岡,54,B1,5.15,34.29,2.54,7.69,66,34.94,61,32.68,5
児島,11,5,4375,照屋厚仁,42,兵庫,52,A2,5.69,38.14,5.73,36.36,18,31.29,62,34.64,6
児島,11,6,4159,向後龍一,45,埼玉,51,A2,6.53,51.26,6.04,34.00,40,26.71,26,37.91,7
児島,12,1,4166,吉田拡郎,44,岡山,54,A1,7.45,55.93,7.46,64.34,49,35.33,54,36.36,8
児島,12,2,3557,太田和美,53,大阪,55,A1,6.51,48.28,8.05,80.00,64,30.30,64,36.42,3
児島,12,3,4418,茅原悠紀,39,岡山,54,A1,7.56,50.45,8.45,76.84,69,33.33,30,33.11,7
児島,12,4,4500,山田康二,38,佐賀,55,A1,7.68,50.45,7.54,58.00,26,34.57,31,36.36,5
児島,12,5,4931,木谷賢太,30,香川,54,A1,6.82,49.60,6.33,41.30,55,51.88,39,37.01,6
児島,12,6,4953,尾上雅也,31,埼玉,55,A1,6.64,52.89,6.32,52.63,65,34.76,33,38.96,4
尼崎,1,1,5200,筒井美琴,24,福岡,49,B2,2.12,0.00,2.00,0.00,31,36.92,42,40.35,6 666 64
尼崎,1,2,3778,安達美帆,50,埼玉,47,B1,2.75,11.32,3.83,20.69,11,33.33,16,22.41,4 454 54
尼崎,1,3,4965,福岡泉水,28,兵庫,52,B1,4.53,21.84,4.48,25.45,52,26.32,71,44.44,1 45545
尼崎,1,4,5340,樋江井舞,24,愛知,45,B1,4.04,19.35,1.89,0.00,28,21.88,48,45.61,244 3 56
尼崎,1,5,3509,池千夏,54,香川,50,B1,3.43,11.11,2.71,0.00,59,20.41,32,38.33,3 66553
尼崎,1,6,5440,薗頭心,20,兵庫,47,B2,1.78,5.45,1.09,0.00,14,35.59,70,32.76,626 6 56
尼崎,2,1,4243,西村歩,40,大阪,48,B1,5.54,38.54,5.04,32.08,45,37.88,57,46.03,511 523     10
尼崎,2,2,4414,大澤真菜,39,東京,45,B1,4.21,29.58,3.11,0.00,63,43.28,38,47.62,3 654 23     9
尼崎,2,3,3611,岩崎芳美,53,徳島,49,A2,6.12,40.86,5.76,33.33,15,35.09,21,42.37,1S242 63     8
尼崎,2,4,4208,三浦永理,43,静岡,46,A1,7.09,56.00,0.00,0.00,20,22.58,15,34.48,153 4222    11
尼崎,2,5,4071,古賀千晶,45,兵庫,46,B1,4.74,28.57,4.64,27.55,60,30.00,33,30.51,152 656
尼崎,2,6,4224,大橋栄里,44,福岡,48,B1,5.53,35.59,5.79,46.43,48,36.51,73,45.31,4 14344      7
尼崎,3,1,5241,門田栞,26,香川,48,B1,5.16,30.21,4.06,18.75,34,34.38,75,40.68,4 13153     12
尼崎,3,2,5264,登みひ果,26,兵庫,43,B1,4.92,25.00,4.11,20.22,21,12.90,17,27.59,155 314      7
尼崎,3,3,4804,高田ひか,31,三重,49,A1,6.50,46.67,0.00,0.00,35,40.68,65,35.09,66222 31    11
尼崎,3,4,3604,武藤綾子,55,福岡,48,B1,4.17,14.81,4.28,17.24,39,43.28,63,25.00,3 56115      8
尼崎,3,5,4546,浜田亜理,38,埼玉,46,B1,6.95,55.56,6.60,54.29,40,37.88,45,40.00,334 3111    10
尼崎,3,6,4419,原加央理,38,埼玉,47,A2,5.83,38.27,5.27,33.33,1,39.34,52,29.31,26445 32     9
尼崎,4,1,5078,山川波乙,28,三重,46,B1,4.72,28.74,3.50,0.00,44,36.07,13,38.33,1 32364     11
尼崎,4,2,4990,田中博子,29,福岡,47,B2,3.32,12.90,1.50,0.00,6,23.64,50,22.03,5 23561      8
尼崎,4,3,5148,松本怜,32,福岡,47,B1,5.57,33.73,4.38,0.00,42,18.46,53,32.20,341 245      9
尼崎,4,4,4123,細川裕子,44,愛知,47,A1,6.64,48.48,7.02,56.10,9,45.16,54,35.09,241 2215    10
尼崎,4,5,3845,中谷朋子,49,兵庫,46,A2,5.30,32.43,0.00,0.00,4,45.00,34,31.67,2 11124     12
尼崎,4,6,4275,菅野はや,43,広島,52,B1,2.98,7.58,1.67,0.00,61,35.71,18,34.55,634 236
尼崎,5,1,4117,廣中智紗,45,東京,46,A2,5.96,46.15,6.95,56.82,19,18.60,40,19.05,52331 24    11
尼崎,5,2,3932,池田浩美,50,静岡,51,B1,4.69,32.00,3.10,20.00,13,39.34,58,28.57,265 6 26
尼崎,5,3,4744,伊藤玲奈,33,福岡,46,B1,4.30,20.29,4.71,28.57,50,18.75,19,30.51,342 1 23    10
尼崎,5,4,4590,渡邉優美,33,福岡,49,A1,6.50,40.94,4.17,0.00,49,34.48,30,33.33,231 2362    12
尼崎,5,5,4733,赤井睦,37,徳島,47,B1,5.07,33.33,5.84,53.13,3,40.63,61,32.76,453 241      9
尼崎,5,6,5437,中澤里桜,21,香川,51,B2,1.38,2.22,0.00,0.00,29,34.38,66,28.13,5 56463
尼崎,6,1,4642,松尾夏海,34,香川,48,A2,7.03,56.03,5.89,48.15,2,30.51,25,25.81,1 113632    10
尼崎,6,2,4530,小野生奈,37,福岡,47,A1,7.27,57.14,6.14,37.14,38,23.64,24,31.75,32314 32    10
尼崎,6,3,5250,嶋田有里,24,長崎,45,B1,4.68,21.88,2.29,0.00,46,24.59,68,12.77,122 434     12
尼崎,6,4,5324,畑田希咲,23,兵庫,49,B1,2.37,1.96,1.76,4.08,27,29.82,23,30.65,5 555 46
尼崎,6,5,5326,三嶌さら,22,香川,47,B1,5.08,30.58,2.88,11.76,56,48.48,51,22.22,2 121 35    11
尼崎,6,6,5442,池田美優,19,広島,47,B2,1.57,1.96,0.00,0.00,8,36.67,47,12.50,6 666 56
尼崎,7,1,4347,魚谷香織,41,福岡,46,A2,5.89,40.00,7.45,72.73,18,38.98,20,23.81,1 333151    12
尼崎,7,2,4408,仁科さや,40,長崎,48,B1,3.32,17.57,0.00,0.00,24,36.36,35,34.43,6 261 46
尼崎,7,3,4224,大橋栄里,44,福岡,48,B1,5.53,35.59,5.79,46.43,48,36.51,73,45.31,4 14344      2
尼崎,7,4,4456,鎌倉涼,37,大阪,45,A1,6.52,41.05,7.29,57.14,12,53.33,22,34.48,51234 11    11
尼崎,7,5,5264,登みひ果,26,兵庫,43,B1,4.92,25.00,4.11,20.22,21,12.90,17,27.59,155 314      3
尼崎,7,6,5320,岩崎麗子,24,群馬,49,B1,3.25,12.99,0.00,0.00,37,36.92,11,27.87,4 352 45
尼崎,8,1,3435,寺田千恵,57,岡山,45,A2,6.66,46.90,7.59,58.54,33,25.42,26,45.61,314 3325    12
尼崎,8,2,3604,武藤綾子,55,福岡,48,B1,4.17,14.81,4.28,17.24,39,43.28,63,25.00,3 56115      3
尼崎,8,3,4534,坂咲友理,36,大阪,45,B1,4.34,22.06,3.67,11.11,55,46.15,39,36.51,465 5 16
尼崎,8,4,3611,岩崎芳美,53,徳島,49,A2,6.12,40.86,5.76,33.33,15,35.09,21,42.37,1S242 63     2
尼崎,8,5,4990,田中博子,29,福岡,47,B2,3.32,12.90,1.50,0.00,6,23.64,50,22.03,5 23561      4
尼崎,8,6,5265,大廣咲季,26,香川,46,B1,3.71,13.95,4.70,40.00,51,19.67,62,31.67,4 5S5 24
尼崎,9,1,4419,原加央理,38,埼玉,47,A2,5.83,38.27,5.27,33.33,1,39.34,52,29.31,26445 32     3
尼崎,9,2,5069,山崎小葉,25,群馬,44,B1,4.75,25.88,4.61,27.27,22,16.95,69,19.67,364 651
尼崎,9,3,4733,赤井睦,37,徳島,47,B1,5.07,33.33,5.84,53.13,3,40.63,61,32.76,453 241      5
尼崎,9,4,5148,松本怜,32,福岡,47,B1,5.57,33.73,4.38,0.00,42,18.46,53,32.20,341 245      4
尼崎,9,5,4414,大澤真菜,39,東京,45,B1,4.21,29.58,3.11,0.00,63,43.28,38,47.62,3 654 23     2
尼崎,9,6,4450,平高奈菜,39,香川,47,A2,6.27,44.00,6.08,44.74,53,25.86,67,28.13,2S2 141
尼崎,10,1,4546,浜田亜理,38,埼玉,46,B1,6.95,55.56,6.60,54.29,40,37.88,45,40.00,334 3111     3
尼崎,10,2,4123,細川裕子,44,愛知,47,A1,6.64,48.48,7.02,56.10,9,45.16,54,35.09,241 2215     4
尼崎,10,3,4530,小野生奈,37,福岡,47,A1,7.27,57.14,6.14,37.14,38,23.64,24,31.75,32314 32     6
尼崎,10,4,4744,伊藤玲奈,33,福岡,46,B1,4.30,20.29,4.71,28.57,50,18.75,19,30.51,342 1 23     5
尼崎,10,5,4243,西村歩,40,大阪,48,B1,5.54,38.54,5.04,32.08,45,37.88,57,46.03,511 523      2
尼崎,10,6,4642,松尾夏海,34,香川,48,A2,7.03,56.03,5.89,48.15,2,30.51,25,25.81,1 113632     6
尼崎,11,1,5326,三嶌さら,22,香川,47,B1,5.08,30.58,2.88,11.76,56,48.48,51,22.22,2 121 35     6
尼崎,11,2,4456,鎌倉涼,37,大阪,45,A1,6.52,41.05,7.29,57.14,12,53.33,22,34.48,51234 11     7
尼崎,11,3,4208,三浦永理,43,静岡,46,A1,7.09,56.00,0.00,0.00,20,22.58,15,34.48,153 4222     2
尼崎,11,4,4804,高田ひか,31,三重,49,A1,6.50,46.67,0.00,0.00,35,40.68,65,35.09,66222 31     3
尼崎,11,5,4117,廣中智紗,45,東京,46,A2,5.96,46.15,6.95,56.82,19,18.60,40,19.05,52331 24     5
尼崎,11,6,5078,山川波乙,28,三重,46,B1,4.72,28.74,3.50,0.00,44,36.07,13,38.33,1 32364      4
尼崎,12,1,3845,中谷朋子,49,兵庫,46,A2,5.30,32.43,0.00,0.00,4,45.00,34,31.67,2 11124      4
尼崎,12,2,4347,魚谷香織,41,福岡,46,A2,5.89,40.00,7.45,72.73,18,38.98,20,23.81,1 333151     7
尼崎,12,3,4590,渡邉優美,33,福岡,49,A1,6.50,40.94,4.17,0.00,49,34.48,30,33.33,231 2362     5
尼崎,12,4,5250,嶋田有里,24,長崎,45,B1,4.68,21.88,2.29,0.00,46,24.59,68,12.77,122 434      6
尼崎,12,5,5241,門田栞,26,香川,48,B1,5.16,30.21,4.06,18.75,34,34.38,75,40.68,4 13153      3
尼崎,12,6,3435,寺田千恵,57,岡山,45,A2,6.66,46.90,7.59,58.54,33,25.42,26,45.61,314 3325     8
住之江,1,1,5105,富田恕生,27,福岡,52,B1,4.32,21.74,7.00,66.67,14,33.87,14,38.98,566         10
住之江,1,2,4306,畔柳俊吾,42,愛知,52,B1,4.96,26.51,4.87,29.03,17,44.26,12,40.32,425         11
住之江,1,3,3550,都築正治,55,愛知,53,B1,5.62,41.18,4.56,25.64,50,21.88,36,39.58,353          8
住之江,1,4,3442,宮武英司,56,香川,55,B1,4.61,21.21,4.73,24.24,28,24.62,33,46.55,353          9
住之江,1,5,5420,吉原快誓,20,長崎,52,B2,2.09,0.00,0.00,0.00,72,39.06,20,37.29,6 6          5
住之江,1,6,5067,山田真聖,27,山口,58,B1,5.38,33.80,3.40,13.33,65,20.00,17,48.33,452          6
住之江,2,1,3478,嶋田貴支,55,香川,52,B1,5.14,27.38,4.89,26.32,22,33.85,87,34.55,561          9
住之江,2,2,3741,松尾基成,52,福岡,58,B1,3.74,17.07,3.94,22.58,81,23.33,62,30.91,6 66
住之江,2,3,4295,小坂尚哉,39,兵庫,54,A1,7.18,53.97,6.24,39.02,25,28.57,63,24.39,5 11        12
住之江,2,4,4417,服部剛,39,静岡,52,B1,5.64,38.57,4.59,23.53,76,17.74,86,31.75,424          7
住之江,2,5,4470,平田健之,39,三重,53,A2,6.44,45.98,5.50,42.31,57,44.44,32,27.12,231         11
住之江,2,6,5470,坂口諒宗,17,兵庫,52,B2,1.27,0.00,0.00,0.00,53,41.27,54,32.81,6 6          6
住之江,3,1,4896,花本剛,34,山口,59,B1,3.68,15.15,4.75,18.75,35,35.94,11,27.69,3 56
住之江,3,2,3826,村田修次,53,東京,52,A2,6.30,45.30,9.00,88.89,31,19.40,75,43.48,323          9
住之江,3,3,4002,古結宏,48,兵庫,52,A1,6.69,48.31,6.73,51.11,37,32.26,18,32.14,166         10
住之江,3,4,5262,鈴木章司,28,愛知,52,B1,4.34,20.55,4.22,11.11,54,46.97,66,32.20,S65          7
住之江,3,5,5396,近藤来希,24,兵庫,50,B2,1.96,3.57,1.88,0.00,30,20.90,83,41.07,5 45
住之江,3,6,4173,岡谷健吾,43,広島,57,B1,5.16,33.70,4.90,30.00,52,35.48,89,25.93,141         12
住之江,4,1,5379,廣部大明,22,滋賀,53,B1,3.33,7.25,1.14,0.00,36,13.24,23,34.62,6 14
住之江,4,2,3873,別府昌樹,50,広島,55,B1,4.22,17.65,5.89,46.43,51,42.19,60,26.23,3 25
住之江,4,3,4659,木下翔太,35,大阪,54,A1,7.28,48.72,6.47,43.17,55,36.51,59,36.07,221         11
住之江,4,4,3680,森林太,53,長崎,55,B1,4.33,21.50,4.42,18.18,26,33.87,65,33.33,442         10
